Manufacturer,Model,Price,Fuel Type,Vehicle Chassis
tesla,Model S,1154,Elektriciteit,Hatchback
tesla,Model S,1774,Elektriciteit,Hatchback
tesla,Model S,744,Elektriciteit,Hatchback
tesla,Model S,864,Elektriciteit,Hatchback
tesla,Model S,1104,Elektriciteit,Hatchback
tesla,Model S,1724,Elektriciteit,Hatchback
tesla,Model S,694,Elektriciteit,Hatchback
tesla,Model S,814,Elektriciteit,Hatchback
tesla,Model S,1054,Elektriciteit,Hatchback
tesla,Model S,1674,Elektriciteit,Hatchback
tesla,Model S,644,Elektriciteit,Hatchback
tesla,Model S,764,Elektriciteit,Hatchback
tesla,Model S,1004,Elektriciteit,Hatchback
tesla,Model S,1624,Elektriciteit,Hatchback
tesla,Model S,619,Elektriciteit,Hatchback
tesla,Model S,739,Elektriciteit,Hatchback
tesla,Model S,979,Elektriciteit,Hatchback
tesla,Model S,1599,Elektriciteit,Hatchback
tesla,Model S,594,Elektriciteit,Hatchback
tesla,Model S,714,Elektriciteit,Hatchback
tesla,Model S,954,Elektriciteit,Hatchback
tesla,Model S,1574,Elektriciteit,Hatchback
tesla,Model S,814,Elektriciteit,Hatchback
tesla,Model S,934,Elektriciteit,Hatchback
tesla,Model S,1174,Elektriciteit,Hatchback
tesla,Model S,1794,Elektriciteit,Hatchback
tesla,Model S,764,Elektriciteit,Hatchback
tesla,Model S,884,Elektriciteit,Hatchback
tesla,Model S,1124,Elektriciteit,Hatchback
tesla,Model S,1744,Elektriciteit,Hatchback
tesla,Model S,714,Elektriciteit,Hatchback
tesla,Model S,834,Elektriciteit,Hatchback
tesla,Model S,1074,Elektriciteit,Hatchback
tesla,Model S,1694,Elektriciteit,Hatchback
tesla,Model S,664,Elektriciteit,Hatchback
tesla,Model S,784,Elektriciteit,Hatchback
tesla,Model S,1024,Elektriciteit,Hatchback
tesla,Model S,1644,Elektriciteit,Hatchback
tesla,Model S,614,Elektriciteit,Hatchback
tesla,Model S,734,Elektriciteit,Hatchback
tesla,Model S,974,Elektriciteit,Hatchback
nissan,QASHQAI,679,Hybride benzine,SUV
nissan,QASHQAI,709,Hybride benzine,SUV
nissan,QASHQAI,739,Hybride benzine,SUV
nissan,QASHQAI,799,Hybride benzine,SUV
nissan,QASHQAI,859,Hybride benzine,SUV
nissan,QASHQAI,629,Hybride benzine,SUV
nissan,QASHQAI,659,Hybride benzine,SUV
nissan,QASHQAI,689,Hybride benzine,SUV
nissan,QASHQAI,749,Hybride benzine,SUV
nissan,QASHQAI,809,Hybride benzine,SUV
nissan,QASHQAI,579,Hybride benzine,SUV
nissan,QASHQAI,609,Hybride benzine,SUV
nissan,QASHQAI,639,Hybride benzine,SUV
nissan,QASHQAI,699,Hybride benzine,SUV
nissan,QASHQAI,759,Hybride benzine,SUV
nissan,QASHQAI,529,Hybride benzine,SUV
nissan,QASHQAI,559,Hybride benzine,SUV
nissan,QASHQAI,589,Hybride benzine,SUV
nissan,QASHQAI,649,Hybride benzine,SUV
nissan,QASHQAI,709,Hybride benzine,SUV
nissan,QASHQAI,509,Hybride benzine,SUV
nissan,QASHQAI,539,Hybride benzine,SUV
nissan,QASHQAI,569,Hybride benzine,SUV
nissan,QASHQAI,629,Hybride benzine,SUV
nissan,QASHQAI,689,Hybride benzine,SUV
nissan,QASHQAI,489,Hybride benzine,SUV
nissan,QASHQAI,519,Hybride benzine,SUV
nissan,QASHQAI,549,Hybride benzine,SUV
nissan,QASHQAI,609,Hybride benzine,SUV
nissan,QASHQAI,669,Hybride benzine,SUV
dacia,Duster,579,Benzine,SUV
dacia,Duster,609,Benzine,SUV
dacia,Duster,639,Benzine,SUV
dacia,Duster,699,Benzine,SUV
dacia,Duster,819,Benzine,SUV
dacia,Duster,544,Benzine,SUV
dacia,Duster,574,Benzine,SUV
dacia,Duster,604,Benzine,SUV
dacia,Duster,664,Benzine,SUV
dacia,Duster,784,Benzine,SUV
dacia,Duster,509,Benzine,SUV
dacia,Duster,539,Benzine,SUV
dacia,Duster,569,Benzine,SUV
dacia,Duster,629,Benzine,SUV
dacia,Duster,749,Benzine,SUV
dacia,Duster,476,Benzine,SUV
dacia,Duster,506,Benzine,SUV
dacia,Duster,536,Benzine,SUV
dacia,Duster,596,Benzine,SUV
dacia,Duster,716,Benzine,SUV
dacia,Duster,443,Benzine,SUV
dacia,Duster,473,Benzine,SUV
dacia,Duster,503,Benzine,SUV
dacia,Duster,563,Benzine,SUV
dacia,Duster,683,Benzine,SUV
dacia,Duster,431,Benzine,SUV
dacia,Duster,461,Benzine,SUV
dacia,Duster,491,Benzine,SUV
dacia,Duster,551,Benzine,SUV
dacia,Duster,671,Benzine,SUV
dacia,Duster,419,Benzine,SUV
dacia,Duster,449,Benzine,SUV
dacia,Duster,479,Benzine,SUV
dacia,Duster,539,Benzine,SUV
dacia,Duster,659,Benzine,SUV
toyota,bZ4X,811,Elektriciteit,SUV
toyota,bZ4X,881,Elektriciteit,SUV
toyota,bZ4X,951,Elektriciteit,SUV
toyota,bZ4X,1091,Elektriciteit,SUV
toyota,bZ4X,1291,Elektriciteit,SUV
toyota,bZ4X,771,Elektriciteit,SUV
toyota,bZ4X,841,Elektriciteit,SUV
toyota,bZ4X,911,Elektriciteit,SUV
toyota,bZ4X,1051,Elektriciteit,SUV
toyota,bZ4X,1251,Elektriciteit,SUV
toyota,bZ4X,731,Elektriciteit,SUV
toyota,bZ4X,801,Elektriciteit,SUV
toyota,bZ4X,871,Elektriciteit,SUV
toyota,bZ4X,1011,Elektriciteit,SUV
toyota,bZ4X,1211,Elektriciteit,SUV
toyota,bZ4X,691,Elektriciteit,SUV
toyota,bZ4X,761,Elektriciteit,SUV
toyota,bZ4X,831,Elektriciteit,SUV
toyota,bZ4X,971,Elektriciteit,SUV
toyota,bZ4X,1171,Elektriciteit,SUV
toyota,bZ4X,651,Elektriciteit,SUV
toyota,bZ4X,721,Elektriciteit,SUV
toyota,bZ4X,791,Elektriciteit,SUV
toyota,bZ4X,931,Elektriciteit,SUV
toyota,bZ4X,1131,Elektriciteit,SUV
toyota,bZ4X,635,Elektriciteit,SUV
toyota,bZ4X,705,Elektriciteit,SUV
toyota,bZ4X,775,Elektriciteit,SUV
toyota,bZ4X,915,Elektriciteit,SUV
toyota,bZ4X,1115,Elektriciteit,SUV
toyota,bZ4X,619,Elektriciteit,SUV
toyota,bZ4X,689,Elektriciteit,SUV
toyota,bZ4X,759,Elektriciteit,SUV
toyota,bZ4X,899,Elektriciteit,SUV
toyota,bZ4X,1099,Elektriciteit,SUV
renault,Megane E-TECH,671,Elektriciteit,Hatchback
renault,Megane E-TECH,736,Elektriciteit,Hatchback
renault,Megane E-TECH,801,Elektriciteit,Hatchback
renault,Megane E-TECH,931,Elektriciteit,Hatchback
renault,Megane E-TECH,1171,Elektriciteit,Hatchback
renault,Megane E-TECH,635,Elektriciteit,Hatchback
renault,Megane E-TECH,700,Elektriciteit,Hatchback
renault,Megane E-TECH,765,Elektriciteit,Hatchback
renault,Megane E-TECH,895,Elektriciteit,Hatchback
renault,Megane E-TECH,1135,Elektriciteit,Hatchback
renault,Megane E-TECH,599,Elektriciteit,Hatchback
renault,Megane E-TECH,664,Elektriciteit,Hatchback
renault,Megane E-TECH,729,Elektriciteit,Hatchback
renault,Megane E-TECH,859,Elektriciteit,Hatchback
renault,Megane E-TECH,1099,Elektriciteit,Hatchback
renault,Megane E-TECH,563,Elektriciteit,Hatchback
renault,Megane E-TECH,628,Elektriciteit,Hatchback
renault,Megane E-TECH,693,Elektriciteit,Hatchback
renault,Megane E-TECH,823,Elektriciteit,Hatchback
renault,Megane E-TECH,1063,Elektriciteit,Hatchback
renault,Megane E-TECH,527,Elektriciteit,Hatchback
renault,Megane E-TECH,592,Elektriciteit,Hatchback
renault,Megane E-TECH,657,Elektriciteit,Hatchback
renault,Megane E-TECH,787,Elektriciteit,Hatchback
renault,Megane E-TECH,1027,Elektriciteit,Hatchback
renault,Megane E-TECH,513,Elektriciteit,Hatchback
renault,Megane E-TECH,578,Elektriciteit,Hatchback
renault,Megane E-TECH,643,Elektriciteit,Hatchback
renault,Megane E-TECH,773,Elektriciteit,Hatchback
renault,Megane E-TECH,1013,Elektriciteit,Hatchback
renault,Megane E-TECH,499,Elektriciteit,Hatchback
renault,Megane E-TECH,564,Elektriciteit,Hatchback
renault,Megane E-TECH,629,Elektriciteit,Hatchback
renault,Megane E-TECH,759,Elektriciteit,Hatchback
renault,Megane E-TECH,999,Elektriciteit,Hatchback
toyota,RAV4,1037,PHEV benzine,SUV
toyota,RAV4,1087,PHEV benzine,SUV
toyota,RAV4,1137,PHEV benzine,SUV
toyota,RAV4,1237,PHEV benzine,SUV
toyota,RAV4,1417,PHEV benzine,SUV
toyota,RAV4,985,PHEV benzine,SUV
toyota,RAV4,1035,PHEV benzine,SUV
toyota,RAV4,1085,PHEV benzine,SUV
toyota,RAV4,1185,PHEV benzine,SUV
toyota,RAV4,1365,PHEV benzine,SUV
toyota,RAV4,933,PHEV benzine,SUV
toyota,RAV4,983,PHEV benzine,SUV
toyota,RAV4,1033,PHEV benzine,SUV
toyota,RAV4,1133,PHEV benzine,SUV
toyota,RAV4,1313,PHEV benzine,SUV
toyota,RAV4,881,PHEV benzine,SUV
toyota,RAV4,931,PHEV benzine,SUV
toyota,RAV4,981,PHEV benzine,SUV
toyota,RAV4,1081,PHEV benzine,SUV
toyota,RAV4,1261,PHEV benzine,SUV
toyota,RAV4,829,PHEV benzine,SUV
toyota,RAV4,879,PHEV benzine,SUV
toyota,RAV4,929,PHEV benzine,SUV
toyota,RAV4,1029,PHEV benzine,SUV
toyota,RAV4,1209,PHEV benzine,SUV
toyota,RAV4,809,PHEV benzine,SUV
toyota,RAV4,859,PHEV benzine,SUV
toyota,RAV4,909,PHEV benzine,SUV
toyota,RAV4,1009,PHEV benzine,SUV
toyota,RAV4,1189,PHEV benzine,SUV
toyota,RAV4,789,PHEV benzine,SUV
toyota,RAV4,839,PHEV benzine,SUV
toyota,RAV4,889,PHEV benzine,SUV
toyota,RAV4,989,PHEV benzine,SUV
toyota,RAV4,1169,PHEV benzine,SUV
mitsubishi,Eclipse Cross,755,PHEV benzine,SUV
mitsubishi,Eclipse Cross,785,PHEV benzine,SUV
mitsubishi,Eclipse Cross,815,PHEV benzine,SUV
mitsubishi,Eclipse Cross,875,PHEV benzine,SUV
mitsubishi,Eclipse Cross,955,PHEV benzine,SUV
mitsubishi,Eclipse Cross,711,PHEV benzine,SUV
mitsubishi,Eclipse Cross,741,PHEV benzine,SUV
mitsubishi,Eclipse Cross,771,PHEV benzine,SUV
mitsubishi,Eclipse Cross,831,PHEV benzine,SUV
mitsubishi,Eclipse Cross,911,PHEV benzine,SUV
mitsubishi,Eclipse Cross,667,PHEV benzine,SUV
mitsubishi,Eclipse Cross,697,PHEV benzine,SUV
mitsubishi,Eclipse Cross,727,PHEV benzine,SUV
mitsubishi,Eclipse Cross,787,PHEV benzine,SUV
mitsubishi,Eclipse Cross,867,PHEV benzine,SUV
mitsubishi,Eclipse Cross,623,PHEV benzine,SUV
mitsubishi,Eclipse Cross,653,PHEV benzine,SUV
mitsubishi,Eclipse Cross,683,PHEV benzine,SUV
mitsubishi,Eclipse Cross,743,PHEV benzine,SUV
mitsubishi,Eclipse Cross,823,PHEV benzine,SUV
mitsubishi,Eclipse Cross,579,PHEV benzine,SUV
mitsubishi,Eclipse Cross,609,PHEV benzine,SUV
mitsubishi,Eclipse Cross,639,PHEV benzine,SUV
mitsubishi,Eclipse Cross,699,PHEV benzine,SUV
mitsubishi,Eclipse Cross,779,PHEV benzine,SUV
mitsubishi,Eclipse Cross,564,PHEV benzine,SUV
mitsubishi,Eclipse Cross,594,PHEV benzine,SUV
mitsubishi,Eclipse Cross,624,PHEV benzine,SUV
mitsubishi,Eclipse Cross,684,PHEV benzine,SUV
mitsubishi,Eclipse Cross,764,PHEV benzine,SUV
tesla,Model S,1594,Elektriciteit,Hatchback
tesla,Model S,589,Elektriciteit,Hatchback
tesla,Model S,709,Elektriciteit,Hatchback
tesla,Model S,949,Elektriciteit,Hatchback
tesla,Model S,1569,Elektriciteit,Hatchback
tesla,Model S,564,Elektriciteit,Hatchback
tesla,Model S,684,Elektriciteit,Hatchback
tesla,Model S,924,Elektriciteit,Hatchback
tesla,Model S,1544,Elektriciteit,Hatchback
tesla,Model S,784,Elektriciteit,Hatchback
tesla,Model S,904,Elektriciteit,Hatchback
tesla,Model S,1144,Elektriciteit,Hatchback
tesla,Model S,1764,Elektriciteit,Hatchback
tesla,Model S,734,Elektriciteit,Hatchback
tesla,Model S,854,Elektriciteit,Hatchback
tesla,Model S,1094,Elektriciteit,Hatchback
tesla,Model S,1714,Elektriciteit,Hatchback
tesla,Model S,684,Elektriciteit,Hatchback
tesla,Model S,804,Elektriciteit,Hatchback
tesla,Model S,1044,Elektriciteit,Hatchback
tesla,Model S,1664,Elektriciteit,Hatchback
tesla,Model S,634,Elektriciteit,Hatchback
tesla,Model S,754,Elektriciteit,Hatchback
tesla,Model S,994,Elektriciteit,Hatchback
tesla,Model S,1614,Elektriciteit,Hatchback
tesla,Model S,584,Elektriciteit,Hatchback
tesla,Model S,704,Elektriciteit,Hatchback
tesla,Model S,944,Elektriciteit,Hatchback
tesla,Model S,1564,Elektriciteit,Hatchback
tesla,Model S,559,Elektriciteit,Hatchback
tesla,Model S,679,Elektriciteit,Hatchback
tesla,Model S,919,Elektriciteit,Hatchback
tesla,Model S,1539,Elektriciteit,Hatchback
tesla,Model S,534,Elektriciteit,Hatchback
tesla,Model S,654,Elektriciteit,Hatchback
tesla,Model S,894,Elektriciteit,Hatchback
tesla,Model S,1514,Elektriciteit,Hatchback
tesla,Model S,784,Elektriciteit,Hatchback
tesla,Model S,904,Elektriciteit,Hatchback
tesla,Model S,1144,Elektriciteit,Hatchback
tesla,Model S,1764,Elektriciteit,Hatchback
tesla,Model S,734,Elektriciteit,Hatchback
tesla,Model S,854,Elektriciteit,Hatchback
tesla,Model S,1094,Elektriciteit,Hatchback
tesla,Model S,1714,Elektriciteit,Hatchback
tesla,Model S,684,Elektriciteit,Hatchback
tesla,Model S,804,Elektriciteit,Hatchback
tesla,Model S,1044,Elektriciteit,Hatchback
tesla,Model S,1664,Elektriciteit,Hatchback
tesla,Model S,634,Elektriciteit,Hatchback
tesla,Model S,754,Elektriciteit,Hatchback
tesla,Model S,994,Elektriciteit,Hatchback
tesla,Model S,1614,Elektriciteit,Hatchback
tesla,Model S,584,Elektriciteit,Hatchback
tesla,Model S,704,Elektriciteit,Hatchback
tesla,Model S,944,Elektriciteit,Hatchback
tesla,Model S,1564,Elektriciteit,Hatchback
tesla,Model S,559,Elektriciteit,Hatchback
tesla,Model S,679,Elektriciteit,Hatchback
tesla,Model S,919,Elektriciteit,Hatchback
tesla,Model S,1539,Elektriciteit,Hatchback
tesla,Model S,534,Elektriciteit,Hatchback
tesla,Model S,654,Elektriciteit,Hatchback
tesla,Model S,894,Elektriciteit,Hatchback
tesla,Model S,1514,Elektriciteit,Hatchback
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,719,Elektriciteit,Sedan
tesla,Model 3,799,Elektriciteit,Sedan
tesla,Model 3,1039,Elektriciteit,Sedan
tesla,Model 3,1339,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,759,Elektriciteit,Sedan
tesla,Model 3,999,Elektriciteit,Sedan
tesla,Model 3,1299,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,719,Elektriciteit,Sedan
tesla,Model 3,959,Elektriciteit,Sedan
tesla,Model 3,1259,Elektriciteit,Sedan
tesla,Model 3,559,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,919,Elektriciteit,Sedan
tesla,Model 3,1219,Elektriciteit,Sedan
tesla,Model 3,519,Elektriciteit,Sedan
tesla,Model 3,559,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,879,Elektriciteit,Sedan
tesla,Model 3,1179,Elektriciteit,Sedan
tesla,Model 3,499,Elektriciteit,Sedan
tesla,Model 3,539,Elektriciteit,Sedan
tesla,Model 3,619,Elektriciteit,Sedan
tesla,Model 3,859,Elektriciteit,Sedan
tesla,Model 3,1159,Elektriciteit,Sedan
tesla,Model 3,479,Elektriciteit,Sedan
tesla,Model 3,519,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,839,Elektriciteit,Sedan
tesla,Model 3,1139,Elektriciteit,Sedan
hyundai,KONA,644,Elektriciteit,SUV
hyundai,KONA,679,Elektriciteit,SUV
hyundai,KONA,749,Elektriciteit,SUV
hyundai,KONA,889,Elektriciteit,SUV
hyundai,KONA,1294,Elektriciteit,SUV
hyundai,KONA,604,Elektriciteit,SUV
hyundai,KONA,639,Elektriciteit,SUV
hyundai,KONA,709,Elektriciteit,SUV
hyundai,KONA,849,Elektriciteit,SUV
hyundai,KONA,1254,Elektriciteit,SUV
hyundai,KONA,564,Elektriciteit,SUV
hyundai,KONA,599,Elektriciteit,SUV
hyundai,KONA,669,Elektriciteit,SUV
hyundai,KONA,809,Elektriciteit,SUV
hyundai,KONA,1214,Elektriciteit,SUV
hyundai,KONA,529,Elektriciteit,SUV
hyundai,KONA,564,Elektriciteit,SUV
hyundai,KONA,634,Elektriciteit,SUV
hyundai,KONA,774,Elektriciteit,SUV
hyundai,KONA,1179,Elektriciteit,SUV
hyundai,KONA,494,Elektriciteit,SUV
hyundai,KONA,529,Elektriciteit,SUV
hyundai,KONA,599,Elektriciteit,SUV
hyundai,KONA,739,Elektriciteit,SUV
hyundai,KONA,1144,Elektriciteit,SUV
hyundai,KONA,469,Elektriciteit,SUV
hyundai,KONA,504,Elektriciteit,SUV
hyundai,KONA,574,Elektriciteit,SUV
hyundai,KONA,714,Elektriciteit,SUV
hyundai,KONA,1119,Elektriciteit,SUV
hyundai,KONA,449,Elektriciteit,SUV
hyundai,KONA,484,Elektriciteit,SUV
hyundai,KONA,554,Elektriciteit,SUV
hyundai,KONA,694,Elektriciteit,SUV
hyundai,KONA,1099,Elektriciteit,SUV
tesla,Model 3,699,Elektriciteit,Sedan
tesla,Model 3,739,Elektriciteit,Sedan
tesla,Model 3,819,Elektriciteit,Sedan
tesla,Model 3,1059,Elektriciteit,Sedan
tesla,Model 3,1359,Elektriciteit,Sedan
tesla,Model 3,659,Elektriciteit,Sedan
tesla,Model 3,699,Elektriciteit,Sedan
tesla,Model 3,779,Elektriciteit,Sedan
tesla,Model 3,1019,Elektriciteit,Sedan
tesla,Model 3,1319,Elektriciteit,Sedan
tesla,Model 3,619,Elektriciteit,Sedan
tesla,Model 3,659,Elektriciteit,Sedan
tesla,Model 3,739,Elektriciteit,Sedan
tesla,Model 3,979,Elektriciteit,Sedan
tesla,Model 3,1279,Elektriciteit,Sedan
tesla,Model 3,579,Elektriciteit,Sedan
tesla,Model 3,619,Elektriciteit,Sedan
tesla,Model 3,699,Elektriciteit,Sedan
tesla,Model 3,939,Elektriciteit,Sedan
tesla,Model 3,1239,Elektriciteit,Sedan
tesla,Model 3,539,Elektriciteit,Sedan
tesla,Model 3,579,Elektriciteit,Sedan
tesla,Model 3,659,Elektriciteit,Sedan
tesla,Model 3,899,Elektriciteit,Sedan
tesla,Model 3,1199,Elektriciteit,Sedan
tesla,Model 3,519,Elektriciteit,Sedan
tesla,Model 3,559,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,879,Elektriciteit,Sedan
tesla,Model 3,1179,Elektriciteit,Sedan
tesla,Model 3,499,Elektriciteit,Sedan
tesla,Model 3,539,Elektriciteit,Sedan
tesla,Model 3,619,Elektriciteit,Sedan
tesla,Model 3,859,Elektriciteit,Sedan
tesla,Model 3,1159,Elektriciteit,Sedan
hyundai,KONA,644,Elektriciteit,SUV
hyundai,KONA,679,Elektriciteit,SUV
hyundai,KONA,749,Elektriciteit,SUV
hyundai,KONA,889,Elektriciteit,SUV
hyundai,KONA,1294,Elektriciteit,SUV
hyundai,KONA,604,Elektriciteit,SUV
hyundai,KONA,639,Elektriciteit,SUV
hyundai,KONA,709,Elektriciteit,SUV
hyundai,KONA,849,Elektriciteit,SUV
hyundai,KONA,1254,Elektriciteit,SUV
hyundai,KONA,564,Elektriciteit,SUV
hyundai,KONA,599,Elektriciteit,SUV
hyundai,KONA,669,Elektriciteit,SUV
hyundai,KONA,809,Elektriciteit,SUV
hyundai,KONA,1214,Elektriciteit,SUV
hyundai,KONA,529,Elektriciteit,SUV
hyundai,KONA,564,Elektriciteit,SUV
hyundai,KONA,634,Elektriciteit,SUV
hyundai,KONA,774,Elektriciteit,SUV
hyundai,KONA,1179,Elektriciteit,SUV
hyundai,KONA,494,Elektriciteit,SUV
hyundai,KONA,529,Elektriciteit,SUV
hyundai,KONA,599,Elektriciteit,SUV
hyundai,KONA,739,Elektriciteit,SUV
hyundai,KONA,1144,Elektriciteit,SUV
hyundai,KONA,469,Elektriciteit,SUV
hyundai,KONA,504,Elektriciteit,SUV
hyundai,KONA,574,Elektriciteit,SUV
hyundai,KONA,714,Elektriciteit,SUV
hyundai,KONA,1119,Elektriciteit,SUV
mitsubishi,Eclipse Cross,549,PHEV benzine,SUV
mitsubishi,Eclipse Cross,579,PHEV benzine,SUV
mitsubishi,Eclipse Cross,609,PHEV benzine,SUV
mitsubishi,Eclipse Cross,669,PHEV benzine,SUV
mitsubishi,Eclipse Cross,749,PHEV benzine,SUV
seat,Tarraco,853,Benzine,SUV
seat,Tarraco,898,Benzine,SUV
seat,Tarraco,943,Benzine,SUV
seat,Tarraco,1033,Benzine,SUV
seat,Tarraco,1213,Benzine,SUV
seat,Tarraco,808,Benzine,SUV
seat,Tarraco,853,Benzine,SUV
seat,Tarraco,898,Benzine,SUV
seat,Tarraco,988,Benzine,SUV
seat,Tarraco,1168,Benzine,SUV
seat,Tarraco,763,Benzine,SUV
seat,Tarraco,808,Benzine,SUV
seat,Tarraco,853,Benzine,SUV
seat,Tarraco,943,Benzine,SUV
seat,Tarraco,1123,Benzine,SUV
seat,Tarraco,723,Benzine,SUV
seat,Tarraco,768,Benzine,SUV
seat,Tarraco,813,Benzine,SUV
seat,Tarraco,903,Benzine,SUV
seat,Tarraco,1083,Benzine,SUV
seat,Tarraco,683,Benzine,SUV
seat,Tarraco,728,Benzine,SUV
seat,Tarraco,773,Benzine,SUV
seat,Tarraco,863,Benzine,SUV
seat,Tarraco,1043,Benzine,SUV
seat,Tarraco,666,Benzine,SUV
seat,Tarraco,711,Benzine,SUV
seat,Tarraco,756,Benzine,SUV
seat,Tarraco,846,Benzine,SUV
seat,Tarraco,1026,Benzine,SUV
seat,Tarraco,649,Benzine,SUV
seat,Tarraco,694,Benzine,SUV
seat,Tarraco,739,Benzine,SUV
seat,Tarraco,829,Benzine,SUV
seat,Tarraco,1009,Benzine,SUV
bmw,iX1,910,Elektriciteit,SUV
bmw,iX1,985,Elektriciteit,SUV
bmw,iX1,1060,Elektriciteit,SUV
bmw,iX1,1210,Elektriciteit,SUV
bmw,iX1,1460,Elektriciteit,SUV
bmw,iX1,870,Elektriciteit,SUV
bmw,iX1,945,Elektriciteit,SUV
bmw,iX1,1020,Elektriciteit,SUV
bmw,iX1,1170,Elektriciteit,SUV
bmw,iX1,1420,Elektriciteit,SUV
bmw,iX1,830,Elektriciteit,SUV
bmw,iX1,905,Elektriciteit,SUV
bmw,iX1,980,Elektriciteit,SUV
bmw,iX1,1130,Elektriciteit,SUV
bmw,iX1,1380,Elektriciteit,SUV
bmw,iX1,790,Elektriciteit,SUV
bmw,iX1,865,Elektriciteit,SUV
bmw,iX1,940,Elektriciteit,SUV
bmw,iX1,1090,Elektriciteit,SUV
bmw,iX1,1340,Elektriciteit,SUV
bmw,iX1,750,Elektriciteit,SUV
bmw,iX1,825,Elektriciteit,SUV
bmw,iX1,900,Elektriciteit,SUV
bmw,iX1,1050,Elektriciteit,SUV
bmw,iX1,1300,Elektriciteit,SUV
bmw,iX1,732,Elektriciteit,SUV
bmw,iX1,807,Elektriciteit,SUV
bmw,iX1,882,Elektriciteit,SUV
bmw,iX1,1032,Elektriciteit,SUV
bmw,iX1,1282,Elektriciteit,SUV
bmw,iX1,714,Elektriciteit,SUV
bmw,iX1,789,Elektriciteit,SUV
bmw,iX1,864,Elektriciteit,SUV
bmw,iX1,1014,Elektriciteit,SUV
bmw,iX1,1264,Elektriciteit,SUV
opel,Grandland,806,Benzine,SUV
opel,Grandland,836,Benzine,SUV
opel,Grandland,866,Benzine,SUV
opel,Grandland,926,Benzine,SUV
opel,Grandland,1046,Benzine,SUV
opel,Grandland,758,Benzine,SUV
opel,Grandland,788,Benzine,SUV
opel,Grandland,818,Benzine,SUV
opel,Grandland,878,Benzine,SUV
opel,Grandland,998,Benzine,SUV
opel,Grandland,710,Benzine,SUV
opel,Grandland,740,Benzine,SUV
opel,Grandland,770,Benzine,SUV
opel,Grandland,830,Benzine,SUV
opel,Grandland,950,Benzine,SUV
opel,Grandland,662,Benzine,SUV
opel,Grandland,692,Benzine,SUV
opel,Grandland,722,Benzine,SUV
opel,Grandland,782,Benzine,SUV
opel,Grandland,902,Benzine,SUV
opel,Grandland,614,Benzine,SUV
opel,Grandland,644,Benzine,SUV
opel,Grandland,674,Benzine,SUV
opel,Grandland,734,Benzine,SUV
opel,Grandland,854,Benzine,SUV
opel,Grandland,599,Benzine,SUV
opel,Grandland,629,Benzine,SUV
opel,Grandland,659,Benzine,SUV
opel,Grandland,719,Benzine,SUV
opel,Grandland,839,Benzine,SUV
opel,Grandland,584,Benzine,SUV
opel,Grandland,614,Benzine,SUV
opel,Grandland,644,Benzine,SUV
opel,Grandland,704,Benzine,SUV
opel,Grandland,824,Benzine,SUV
opel,Corsa,575,Benzine,Hatchback
opel,Corsa,595,Benzine,Hatchback
opel,Corsa,615,Benzine,Hatchback
opel,Corsa,655,Benzine,Hatchback
opel,Corsa,735,Benzine,Hatchback
opel,Corsa,535,Benzine,Hatchback
opel,Corsa,555,Benzine,Hatchback
opel,Corsa,575,Benzine,Hatchback
opel,Corsa,615,Benzine,Hatchback
opel,Corsa,695,Benzine,Hatchback
opel,Corsa,495,Benzine,Hatchback
opel,Corsa,515,Benzine,Hatchback
opel,Corsa,535,Benzine,Hatchback
opel,Corsa,575,Benzine,Hatchback
opel,Corsa,655,Benzine,Hatchback
opel,Corsa,455,Benzine,Hatchback
opel,Corsa,475,Benzine,Hatchback
opel,Corsa,495,Benzine,Hatchback
opel,Corsa,535,Benzine,Hatchback
opel,Corsa,615,Benzine,Hatchback
opel,Corsa,415,Benzine,Hatchback
opel,Corsa,435,Benzine,Hatchback
opel,Corsa,455,Benzine,Hatchback
opel,Corsa,495,Benzine,Hatchback
opel,Corsa,575,Benzine,Hatchback
opel,Corsa,402,Benzine,Hatchback
opel,Corsa,422,Benzine,Hatchback
opel,Corsa,442,Benzine,Hatchback
opel,Corsa,482,Benzine,Hatchback
opel,Corsa,562,Benzine,Hatchback
opel,Corsa,389,Benzine,Hatchback
opel,Corsa,409,Benzine,Hatchback
opel,Corsa,429,Benzine,Hatchback
opel,Corsa,469,Benzine,Hatchback
opel,Corsa,549,Benzine,Hatchback
nissan,Juke,549,Benzine,SUV
nissan,Juke,564,Benzine,SUV
nissan,Juke,594,Benzine,SUV
nissan,Juke,639,Benzine,SUV
nissan,Juke,684,Benzine,SUV
nissan,Juke,509,Benzine,SUV
nissan,Juke,524,Benzine,SUV
nissan,Juke,554,Benzine,SUV
